ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Comment,Countries,ELCatMacroareas,classification,endangerment,code_authorities,codes,alt_names
5172,Talu,,26.5623,102.8506,talu1238,yta,,CN,East Asia,Sino-Tibetan,vulnerable,ISO 639-3,yta,Taliu; Tagu; Tazhi; 他留話
5173,Samatu,,23.762,98.825,sama1296,,Not to be confused with Samataw (Samatao) [ysd] spoken in the Kunming area.,CN,East Asia,Sino-Tibetan,critically endangered,LINGUIST List,1hp,Samadu
5175,Tanglang,,26.0863,99.7119,tang1372,ytl,,CN,East Asia,Sino-Tibetan,threatened,ISO 639-3,ytl,Tholo; 堂郎語
5177,Wiru,,-6.43333,144.1333,wiru1244,wiu,,PG,Pacific,Isolate,vulnerable,ISO 639-3,wiu,Witu
5180,Tazhi,,27.045453,101.969517,tazh1234,,,CN,East Asia,Sino-Tibetan,endangered,LINGUIST List,1ho,
5181,Chepya,,21.3833,101.8166,chep1243,ycp,,LA,Southeast Asia,Sino-Tibetan,threatened,ISO 639-3,ycp,
5185,Muda,,21.8421,100.6851,muda1235,ymd,Closely related to Akha but distinct (Bradley 2007).,CN,East Asia,Sino-Tibetan,threatened,ISO 639-3,ymd,Muta
5188,Phunoi,,21.6833,102.1,phun1245,pho,"Includes five distinct varieties, total 23, 618 members (Bradley 2007).",LA,Southeast Asia,Sino-Tibetan,vulnerable,ISO 639-3,pho,Phounoy; Phu Noi; Punoi; Khoany; Mung; Khaskhong; Hwethom; Sinsali
5190,Sangkong,,21.5158,100.6957,sang1320,sgk,,CN,East Asia,Sino-Tibetan,threatened,ISO 639-3,sgk,Buxia; 桑孔話; 布下土語; 布夏語
5191,Assangori,,13.75,21.5,assa1269,sjg,,SD TD,Africa,Taman,vulnerable,ISO 639-3,sjg,Sungor; Soungor; Assoungor; Azanguri; Asong; Asungore; Bognak-Asungorung; Madungore; Assagori; Azangori; Asongori; Erenga; Shaale
5192,Sila,,22.3094,102.041,sila1247,slt,"Kha Pai, ‘white slaves’, is a former pejorative name, and Asong is the name under which the earliest data was recorded in the 1890s (Bradley 2007).",VN LA,Southeast Asia,Sino-Tibetan,threatened,ISO 639-3,slt,Sida; Asong; Kha Pai
5193,Kathu,,24.136,105.249,kath1251,ykt,,CN,East Asia,Sino-Tibetan,threatened,ISO 639-3,ykt,Gasu
5194,Mo'ang,,23.8421,103.9116,maan1239,,,CN VN,Southeast Asia; East Asia,Sino-Tibetan,threatened,LINGUIST List,1hn,Maang; 麼昂語; 末昂話; 麼昂話
5205,Gaa,,8.670419,12.033137,gaaa1245,ttb,,NG,Africa,Niger-Congo,threatened,ISO 639-3,ttb,Tiba; Gà
521,Bonjo,,1.7712,17.9598,bonj1234,bok,,CG,Africa,Niger-Congo,endangered,ISO 639-3,bok,
5225,Ngarnka,,-16.9973,135.7788,ngar1283,nji,,AU,Australia,Mirndi,critically endangered,ISO 639-3,nji,Kundanja; Anga; Angee; Gnanji; Godangee; Goodanji; Gudandji; Gudanji; Gundangee; Kakaringa; Koodangie; Koodanjee; Kooringee; Kotandji; Kudandji; Kudenji; Kurdanji; Kutandji; Kutanji; Kutanjtjii; Nandi; Ngandji; Ngangi; Nganji; Ngarnga; Ngarndji; Ngarnka
5226,Gurr-goni,,-12.30942987,134.3135284,gura1252,gge,,AU,Australia,Maningrida,critically endangered,ISO 639-3,gge,Gurrgoni; Gurrogoni; Gungurugoni; Gungorogone; Gungoragone; Gungoro:lgo:ngi; Gungarawoni; Gungurulgungi; Gurugoni; Gungoragoni; Gungorragonni; Gurrogone; Gorogone; Gun-Guragone; Gunagoragone; Gutjertabia; Guragone
523,Awa Pit,,1.5,-78.25,awac1239,kwi,,CO EC,South America,Barbacoan,vulnerable,ISO 639-3,kwi,Coaiquer; Cuaiquer; Quaiquer; Kwaiker; Awa; Awapit; (Awa-)Coaiquer; Awa-Quaiquer; Coaiker; Cuqiquer; Koaiker
5245,Yulparija,,-20.81469107,124.5495702,yulp1239,,,AU,Australia,Pama-Nyungan,severely endangered,LINGUIST List,1kh,Yulparrija; Yilparitja; Yulbaridja; Yulbaridya; Nangatara; Nangadjara; Njangadjara; Julbaritja; Julbaritja (of Man-gala); Yulbari-dja; Julbaridja; Ilbaridja; Nanidjara; Nangi; Mangai; Mangi; Julbre; YulapaRitʸa; Yulparitja
5246,Ngardi,,-20.85043936,128.8885148,ngar1288,rxd,,AU,Australia,Pama-Nyungan,severely endangered,ISO 639-3,rxd,Ngarti; Ngadi; Ngari; Ngardilj; Panara; Bunara; Boonara; Waiangara; Kolo; Waiangari; Wain-gara; Waiangadi; Waringari; Warangari; Kukuruba; Woneiga; Wanayaga; Puruwantung; Buruwatung; Manggai; Munga; Walmala; Wommana
5247,Dimé,,5.9548,36.2988,dime1235,dim,,ET,Africa,Afro-Asiatic,threatened,ISO 639-3,dim,Dime; Dima; Dimme
5248,Eastern and Central Arrernte,,-23.24779965,135.559361,east2379,aer,,AU,Australia,Pama-Nyungan,threatened,ISO 639-3,aer,Arrernte; Arrernte (Mparntwe); Arrernte (Eastern); Eastern Aranda; Arunta; Lower Aranda; Waitjinga; Wonggaranda; Wongkatjeri; Wychinga; Pitjapitja; Pitjima; Alitera; Aldolanga; Aldolinga; Aranda; A'randa; Aranta; Arinta; Arranda; Arrinda; Arrundta; Arrunta; Arunda; Arunta Ulpma; Burrin-gah; Herrinda; Ilpma; Jairunda; Oiljpma; Paroola; Ulpma; Urrundie; Ur-rundie; Arrernte; Eastern
5249,Alyawarr,,-22.29152242,135.9637093,alya1239,aly,,AU,Australia,Pama-Nyungan,vulnerable,ISO 639-3,aly,Alyawarra; Alyawarre; Aljawara; Iliaura; Yowera; Illiaura; Iljaura; Ilyuarra; Illyowra; Aliawara; Aliwara; Alja:wara; Yalyuwara; Alyawara; Jaljuwara; Ilawara; Ilja:wara; Iljauara; Iljawara; Illaura; Illura; Iloura; Ilyauarra; Ilyaurra; Ilyawara; Ilyowra; Ilywara
525,Dibole,,1.08333333333,17.25,dibo1245,bvx,,CG,Africa,Niger-Congo,threatened,ISO 639-3,bvx,Babole; Southern Bomitaba
5252,Barababaraba,,,,bara1404,rbp,,AU,Australia,Pama-Nyungan,critically endangered,ISO 639-3,rbp,Baraparapa; Burraburburaba; Barrababarraba; Boorabirraba; Burappa; Burabura; Booraboora; Burapper; Karraba; Boort; Baraba Baraba; Baraba-Baraba; Baraba-baraba; Barappur; Bareber Bareber; Barraba-barraba; Beraba-Beraba; Birraba-birraba; Boora-boora; Burrabura-ba; Burrappa; Burrapper; Bureba; Burreba-burreba; Perapa-Perapa
5257,Yugambal,,-29.49940566,151.6720892,yuga1244,yub,,AU,Australia,Pama-Nyungan,critically endangered,ISO 639-3,yub,Jugumbir; Jukamba; Jukambal; Jukambil; Manaldjali; Minjanbal; Ngarabal; Ngarrabul; Ngarrbal; Ngarrubul; Pregalgh; Ucumble; Ukumbil; Yacambal; Yoocomble; Yoocumbill; Yookambul; Yookumbil; Yookumbill; Yookumble; Yookumbul; Yugabeh; Yugambeh; Yugumbal; Yugumbil; Yukambal; Yukambil; Yukumba; Yukumbil; Yukumbul; Yurimbil; Minjangbal; Minyung; Minyowa; Boggangar; Kwaimbal
5259,Waanyi,,-18.0640749,137.2943933,wany1247,wny,,AU,Australia,Garrwan,critically endangered,ISO 639-3,wny,Wanji; Wainyi; Wanyu; Wanyee; Wanee; Waangyee; Wonyee; Wanyi
527,Kande,,-0.1318,11.8103,kand1300,kbs,,GA,Africa,Niger-Congo,severely endangered,ISO 639-3,kbs,Kanda; Okande; Okandé
528,Mahongwe,,1.0216,13.9031,maho1248,mhb,,GA,Africa,Niger-Congo,endangered,ISO 639-3,mhb,
5285,Texistepec,,17.89,-94.81,texi1237,poq,,MX,"Mexico, Central America, Caribbean",Mixe-Zoquean,critically endangered,ISO 639-3,poq,Popoluca de Texistepec; Texistepec Zoque; Popoluca; Texistepec; Texistepequeño
5286,Sayula Popoluca,,17.8333333333,-95.0,sayu1241,pos,,MX,"Mexico, Central America, Caribbean",Mixe-Zoquean,threatened,ISO 639-3,pos,Popoluca de Sayula; Sayulateco; Popoluca; Sayula; Sayula; Sayultec; Popoluca (Sayula); Sayula Mixean
5287,Popoloca,,19.028,-98.23,,,"Ethnologue distinguishes 7 Popoloca languages:
Popoloca, Coyotepec [pbf] 
Popoloca, Mezontla  [pbe]	 
Popoloca, San Felipe Otlaltepec  [pow] 
Popoloca, San Juan Atzingo [poe] 
Popoloca, San Luís Temalacayuca  [pps]	 
Popoloca, San Marcos Tlalcoyalco  [pls]
Popoloca, Santa Inés Ahuatempan  [pca].
",MX,"Mexico, Central America, Caribbean",Otomanguean,vulnerable,ISO 639-3,pbf; pbe; pow; poe; pps; pls; pca,
5288,Prai,,19.0049,101.184,phai1238,prt,,TH,Southeast Asia,Austro-Asiatic,threatened,ISO 639-3,prt,Lua'; East Pua Pray; Pray 2; Pray
5289,Parachi,,36.059939,70.905775,para1299,prc,,AF,Near East,Indo-European,threatened,ISO 639-3,prc,
529,Sake,,-0.0247,11.7691,sake1247,sak,,GA,Africa,Niger-Congo,threatened,ISO 639-3,sak,Asake; Shake
5290,Prasuni,,35.205675,70.912389,pras1239,prn,,AF,Near East,Indo-European,vulnerable,ISO 639-3,prn,Wasi-Wari; Prasun; Veruni; Parun; Paruni; Wasi-Veri; Veron; Verou; Wasi-weri; Pārūnī; Vâsi-vari; Vasi vari; Vasi-vari
5293,Plains Indian Sign Language,,40.0,-100.0,plai1235,psd,,US CA,North America,Sign Language,critically endangered,ISO 639-3,psd,Plains Sign Language
5295,Piamatsina,,-15.031,166.792,piam1242,ptr,,VU,Pacific,Austronesian,endangered,ISO 639-3,ptr,
5298,Punan Merap,,3.108214,116.271036,puna1274,puc,,ID,Southeast Asia,Austronesian,endangered,ISO 639-3,puc,
530,Sighu,,-0.0549,13.5461,sigh1238,sxe,,GA,Africa,Niger-Congo,endangered,ISO 639-3,sxe,Lesighu; Mississiou
5300,Punan Merah,,0.510856,115.588564,puna1268,puf,,ID,Southeast Asia,Austronesian,endangered,ISO 639-3,puf,
5301,Puluwatese,,7.33333333333,149.333333333,pulu1242,puw,,FM,Pacific,Austronesian,threatened,ISO 639-3,puw,Puluwat
5303,Fyem,,9.588066,9.225188,fyam1238,pym,,NG,Africa,Niger-Congo,endangered,ISO 639-3,pym,Fyam; Pyem; Paiem; Gyem; Fem; Pem; Genawa; Gyema
5305,Quapaw,,36.9494,-94.7877,quap1242,qua,,US,North America,Siouan,awakening,ISO 639-3,qua,Arkansas; Arkans; Alkansea; Capa; Ogaxpa; Kwapa; Kwapaw
5307,Lambayeque Quechua,,-7.1772,-78.673,lamb1276,quf,"The question of how to distinguish between entities that are dialects of a single language vs. those that are separate languages is particularly serious in the case of Quechuan languages and dialects, and much work remains to be done. Though it is well-known and very clear that there are a number of distinct languages in the Quechuan complex, some very distinct, the tendency to consider them all merely dialects of “Quechua” persists in many circles. (Cerrón-Palomino 1987.)",PE,South America,Quechuan,threatened,ISO 639-3,quf,Ferreñafe Quechua; Cañaris-Incahuasi; Cañaris Quechua
5309,Quileute,,47.9166666667,-124.25,quil1240,qui,,US,North America,Chimakuan,dormant,ISO 639-3,qui,Quillayute; Quile-ute
531,Vumbu,,-1.8783,10.816,vumb1238,vum,,GA,Africa,Niger-Congo,endangered,ISO 639-3,vum,Yivoumbou
5310,Sipakapa,,15.2121,-91.6335,sipa1247,qum,,GT,"Mexico, Central America, Caribbean",Mayan,threatened,ISO 639-3,qum,Sipacapa; Sipacapense; Sipakapense; Sipacapeño; Sipacapa Quiché
5311,Sakapulteko,,14.9752,-91.0527,saca1238,quv,,GT,"Mexico, Central America, Caribbean",Mayan,threatened,ISO 639-3,quv,Sacapulteco; Sacapultec; Sakapulteco; Sakapultec; Sacapulas K'iche'
5312,Yauyos Quechua,,-12.983333,-75.116667,yauy1235,qux,"Ethnologue (2016) says of its Yauyos Quechua [qux]:  ""Not 1 language–a cover term for a highly differentiated linguistic area with many 1-village varieties. A member of macrolanguage Quechua [que]."" The question of how to distinguish between entities that are dialects of a single language vs. those that are separate languages is particularly serious in the case of Quechuan languages and dialects, and much work remains to be done. Though it is well-known and very clear that there are a number of distinct languages in the Quechuan complex, some very distinct, the tendency to consider them all merely dialects of “Quechua” persists in many circles. (Cerrón-Palomino 1987.)
",PE,South America,Quechuan,critically endangered,ISO 639-3,qux,Quechua; Yauyos; Yauyos Kechua
5315,Yaru Quechua,,-11.4166666667,-75.75,nort2980,qvn,"The question of how to distinguish between entities that are dialects of a single language vs. those that are separate languages is particularly serious in the case of Quechuan languages and dialects, and much work remains to be done. Though it is well-known and very clear that there are a number of distinct languages in the Quechuan complex, some very distinct, the tendency to consider them all merely dialects of “Quechua” persists in many circles. (Cerrón-Palomino 1987.)

Tarma (Quechua) is not an equivalent of Yaru Quechua, but part of it. North Junín Quechua, includes Tarma, and is more or less equivalent with Yaru Quechua. This variety extends into neighboring departments of Pasco and Lima. Several subdialects: Tarma Quechua, San Pedro de Cajas Quechua, Junín Quechua, Carhuamayo Quechua, etc. (Willem Adelaar personal communication).",PE,South America,Quechuan,vulnerable,ISO 639-3,qvn,Northern-Junín-Pasco Quechua
5316,Pacaraos Quechua,,-11.2538,-76.8054,paca1245,qvp,"The question of how to distinguish between entities that are dialects of a single language vs. those that are separate languages is particularly serious in the case of Quechuan languages and dialects, and much work remains to be done. Though it is well-known and very clear that there are a number of distinct languages in the Quechuan complex, some very distinct, the tendency to consider them all merely dialects of “Quechua” persists in many circles. (Cerrón-Palomino 1987.)

Willem Adelaar (personal communication): Highly archaic variety, difficult to classify. ",PE,South America,Quechuan,severely endangered,ISO 639-3,qvp,Quechua Pacaraos
5317,Jauja-Huanca Quechua,,-12.136,-75.2453,huay1241,qvw,"The question of how to distinguish between entities that are dialects of a single language vs. those that are separate languages is particularly serious in the case of Quechuan languages and dialects, and much work remains to be done. Though it is well-known and very clear that there are a number of distinct languages in the Quechuan complex, some very distinct, the tendency to consider them all merely dialects of “Quechua” persists in many circles. (Cerrón-Palomino 1987.)",PE,South America,Quechuan,at risk,ISO 639-3,qvw,Huaylla Wanca Quechua; Southern Huancayo Quechua; Huanca Huaylla Quechua; Huaylla Wanca Quechua; Yaqa; Huaylla; Nyuqa
5318,Queyu,,30.8519,99.6659,quey1238,qvy,,CN,East Asia,Sino-Tibetan,threatened,ISO 639-3,qvy,Choyo; Zhaba; 卻隅話; 却域語
532,Twendi,,6.120244,11.488438,twen1242,twn,,CM,Africa,Niger-Congo,severely endangered,ISO 639-3,twn,Cambap; Tiwa (Northern)
5323,Dungmali,,27.1874,87.1902,dung1252,raa,,NP,South Asia,Sino-Tibetan,threatened,ISO 639-3,raa,Dungmali Pûk; Dungmali-Bantawa; Arthare; Arthare-Khesang; Dūngmālī
5324,Rasawa,,-2.38,136.35,rasa1243,rac,,ID,Southeast Asia,Lakes Plain,endangered,ISO 639-3,rac,
5325,Western Mewahang,,27.5441,87.1401,west2422,raf,,NP,South Asia,Sino-Tibetan,threatened,ISO 639-3,raf,Rai; Newang; Newahang; Newange Rai; Newahang Jimi; Mewahang; Jindā; Meohang; Western
5326,Rao,,-4.75,144.5,raoo1244,rao,,PG,Pacific,Lower Sepik-Ramu,threatened,ISO 639-3,rao,Annaberg; Rao Breri
5327,Saam,,27.3595,86.9979,saam1282,raq,,NP,South Asia,Sino-Tibetan,severely endangered,ISO 639-3,raq,Rai; Saam Rai; Samakha; Saama Kha; Jindā
5328,Razajerdi,,36.266931,50.0039,raza1238,rat,,IR,Near East,,,ISO 639-3,rat,
5329,Raute,,28.9744,80.7969,raut1239,rau,"Most of the Raute are foraging people of the Himalaya ridges, and their language is linguistically close to Raji and Banraji.",IN NP,South Asia,Sino-Tibetan,vulnerable,ISO 639-3,rau,Rautye; Harka Gurung; Khamchi; Boto Boli; Bot̪o Boli; Khāmci
533,Njerep,,6.82183,11.521,njer1242,njr,,NG,Africa,Niger-Congo,critically endangered,ISO 639-3,njr,Njerup
5330,Rapa,,-27.608,-144.3407,rapa1245,ray,,PF,Pacific,Austronesian,critically endangered,ISO 639-3,ray,Rapan
5332,Rudbari,,37.09,49.88,rudb1238,rdb,,IR,Near East,,,ISO 639-3,rdb,
5334,Toksiki,,-15.26943,166.973317,rori1237,rga,,VU,Pacific,Austronesian,severely endangered,ISO 639-3,rga,Soisoru; Roria; Mores
5335,Riang (India),,23.68,92.03,rian1262,ria,,IN BD,South Asia,Sino-Tibetan,threatened,ISO 639-3,ria,Reang; Kau Bru; Tipra
5336,Riang (Myanmar),,21.9048,98.2342,rian1261,ril,,CN MM,Southeast Asia; East Asia,Austro-Asiatic,vulnerable,ISO 639-3,ril,Black Karen; Yanglam; Black Yang; Riang-Lang; Liang; Yang Sek; Yin; Yang; Liang Sek; Yang Wan Kun; Riang-Sek; Black Riang; Striped Karen; Yinnet; Ranei; Karennet
5337,Kraol,,13.588,106.9438,krao1238,rka,,KH,Southeast Asia,Austro-Asiatic,vulnerable,ISO 639-3,rka,Southern-Central Mnong; Chrau; Crau; Trao
5338,Rakahanga-Manihiki,,-10.4,-161.0,raka1237,rkh,,NZ CK,Pacific,Austronesian,endangered,ISO 639-3,rkh,Manihiki-Rakahanga
5339,Rama,,11.75,-83.75,rama1270,rma,,NI,"Mexico, Central America, Caribbean",Chibchan,severely endangered,ISO 639-3,rma,Melchora; Voto; Boto; Arama; Arrama
534,Nyanjang,,6.634598,11.67572,nyan1311,,,CM,Africa,Niger-Congo,critically endangered,LINGUIST List,knp-nyj,Njang; Njanga
5341,Baltic Romani,,60.0,38.0,balt1257,rml,,TR DE RU UA BG RO LT FR IT GR MK GB PL CZ NL CH FI AT HR LV SK HU AL BY BA SI RS ME,Europe; Caucasus; East Asia,Indo-European,vulnerable,ISO 639-3,rml,Romani; Baltic; Romany; Zigeuner; European Romany
5342,Balkan Romani,,42.6666666667,21.1666666667,balk1252,rmn,,TR DE RU UA BG RO LT FR IR IT GR MK MD GB PL CZ NL CH FI AT HR LV SK HU AL BY BA SI RS ME,Europe; Caucasus; Near East; East Asia,Indo-European,at risk,ISO 639-3,rmn,Balkan Romani; Romany; Gypsy; Cigány; Zigeuner; European Romany; Romani; Balkan
5343,Sinte Romani,,47.5,16.5,sint1235,rmo,,TR DE RU UA BG RO LT FR IT GR MK GB PL CZ NL CH FI AT HR LV SK HU AL BY BA SI RS ME,Europe; Caucasus; East Asia,Indo-European,at risk,ISO 639-3,rmo,Romani; Sinte; Romany; Manuche; Manouche; Ziguener; Sintí; Tsigane; Rommanes; Sinte; Sinti; Zigeuner; European Romany
5345,Romam,,14.34,107.45,roma1331,rmx,,VN,Southeast Asia,Austro-Asiatic,endangered,ISO 639-3,rmx,Lamam
5346,Vlax Romani,,47.0,21.5,vlax1238,rmy,,TR DE RU UA BG RO LT FR IT GR ES PT MK MD PL CZ SE NL NO CH FI AT HR LV SK HU AL BY BA SI RS ME,Europe; Caucasus; East Asia,Indo-European,at risk,ISO 639-3,rmy,"Romani; Vlax; Romany; Romenes; Rom; ""Gypsy""; Tsigene; Romanese; Vlax Romany; Danubian; Zigeuner; European Romany; Rroma"
5349,Rennell Island Sign Language,,-11.62,160.22,renn1236,rsi,,SB,Pacific,Sign Language,critically endangered,ISO 639-3,rsi,Rennellese Sign Language
535,Bung,,6.5718,11.8267,bung1259,bqd,,CM,Africa,Niger-Congo,dormant,ISO 639-3,bqd,
5350,Ruga,,25.2844,90.4614,ruga1238,ruh,,IN,South Asia,Sino-Tibetan,critically endangered,ISO 639-3,ruh,
5353,Yaeyama,,24.342,124.1537,yaey1239,rys,"The classification of Yaeyama as a member of the Macro-Yaeyama subgroup of Southern Ryukyuan is based on Pellard (2015). The macro-Yaeyama subgrouping is not included in classfiications such as Miyara (2015).
",JP,East Asia,Japonic,endangered,ISO 639-3,rys,Yayeyama; Ryukyuan; Southern Ryukyuan; Saskisima; Saskishima; 八重山語; 八重山方言
5354,Okinawan,,26.1485,127.782,cent2126,ryu,,JP,East Asia,Japonic,severely endangered,ISO 639-3,ryu,Uchinaaguchi; うちなーぐち; Uchināguchi; Luchu; Ryukyuan; Central Ryukyuan; Okinawa; Central Group; Okinawan; Central; Central Okinawan; 沖縄語; 沖縄方言; シマクトゥバ; Okinawan
5357,Seti,,-3.44052,141.8483,seti1248,sbi,Seti could be regarded as a dialect of Seta (Laycock 1973).,PG,Pacific,Torricelli,endangered,ISO 639-3,sbi,Aunalei
5358,Sabüm,,5.35,101.06,sabu1253,sbo,,MY,Southeast Asia,Austro-Asiatic,dormant,ISO 639-3,sbo,
536,Somyev,,6.9318,11.5136,somy1238,kgt,,NG CM,Africa,Niger-Congo,critically endangered,ISO 639-3,kgt,Somyewe; Somyɛwɛ; Kila; Kilayen; Kila Yang; Somyiwe; Sombe; Sombə; Fur
5360,San Miguel Creole French,,8.32601,-81.2564,sanm1305,scf,Probably not a separate language; the ancestors came from Saint Lucia in mid-19th century as laborers. It is probably mutually intelligible with other Antillean French Creole varieties. It has some influence from Spanish.,PA,"Mexico, Central America, Caribbean",Pidgin or Creole,critically endangered,ISO 639-3,scf,
5361,Sassarese Sardinian,,40.6139,8.6132,sass1235,sdc,,IT,Europe,Indo-European,at risk,ISO 639-3,sdc,Sardinian; Sardinian; Sassarese; Northwestern Sardinian; Sassarese
5362,Savi,,35.306772,71.557447,savi1242,sdg,,AF PK,South Asia; Near East,,,ISO 639-3,sdg,Sawi; Sauji; Sau; Dardu
5363,Gallurese Sardinian,,40.8802,9.4482,gall1276,sdn,,IT,Europe,Indo-European,at risk,ISO 639-3,sdn,Sardinian; Sardinian; Gallurese; Northeastern Sardinian; Gallurese
5365,Shatt,,10.8333333333,30.0,shat1244,shj,,SD,Africa,Daju,vulnerable,ISO 639-3,shj,Caning
5367,Jibbali,,17.29,54.0,sheh1240,shv,,OM,Near East,Afro-Asiatic,threatened,ISO 639-3,shv,Jibbālī; Shehri; Śḥeri; Šhaḥri; Śḥərɛ̄t; Geblet; Gəblɛ̄t; Sheret; Sehri; Shahari; Jibali; Ehkili; Qarawi
5368,Shwai,,11.3184,30.4156,shwa1239,shw,,SD,Africa,Niger-Congo,threatened,ISO 639-3,shw,Shirumba; Shuway; Ludumor; Cwaya
537,Akum,,6.73,9.9316,akum1238,aku,,NG CM,Africa,Niger-Congo,endangered,ISO 639-3,aku,Anyar; Okum
5370,Sîshëë,,-21.7193,165.6738,zire1240,sih,,NC,Pacific,Austronesian,awakening,ISO 639-3,sih,Zire; Zira; Sirhe; Siche; Nerë; Neukaledonien; Yirhe; Yirhee; Ziche
5374,Siri,,11.051734,9.446663,siri1278,sir,,NG,Africa,Afro-Asiatic,endangered,ISO 639-3,sir,Sirawa
5376,Sivandi,,30.077956,52.921047,siva1239,siy,,IR,Near East,Indo-European,threatened,ISO 639-3,siy,
5377,Epena,,3.0,-77.0,epen1239,sja,"The Emberá dialect continuum (Catío, Chamí, Napipí River, Saija, Sambú): Southern Emberá and Northern Emberá (Emperã, Eberã Bed’ea, Eperã Pedea, Atrato, Darién, Dariena, Panama Embera, Eberã, Cholo [Choco]).

Ethnologue distinguishes 4 Southern Emberá languages:
Emberá-Baudó [bdc]
Emberá-Chamí [cmi]
Emberá-Tadó [tdc] 
Epena [sja] 

",CO EC PA,"South America; Mexico, Central America, Caribbean",Chocoan,vulnerable,,sja,Epena; Emberá-Saija; Saija; Epená Saija; Epéna Pedée; Southern Embera; Southern Empera; Cholo; Epena Pedee; Ember-Saija; Southern Ępęra; Emperá; Saixa; Saixa-Baudo
538,Bakole,,4.5764,8.8439,bako1250,kme,,CM,Africa,Niger-Congo,endangered,ISO 639-3,kme,Bakolle; Kole; Bamusso
5386,Lower Silesian,,50.7,15.97,lowe1388,sli,,DE PL CZ,Europe,Indo-European,vulnerable,ISO 639-3,sli,Silesian; Lower Schlesisch; Silesian; Lower
5389,South Saami,,64.6666666667,16.75,sout2674,sma,"The preferred name for this group of languages is Saami. ""Lapp"" is an outdated term, and is not recommended for use. It is included in the list of alternate names here, for the benefit of those searching for language names referenced in older materials.
",,,Uralic,endangered,ISO 639-3,sma,"Saami (Central-South); Saami (Southern); Same; Samic; Saamen kieli; Sāme-giellâ; Vefsn; Eteläsaame; Saamí meridional; ""Lapon""; Sabme; Same; ""Lopary""; ""Lappic""; ""Lapp""; ""Lappisk""; ""Lapin kieli""; Saamskij jazyk; ""Südlappisch""; ""Lappish""; ""Røroslappisk"""
539,Baldemu,,10.5742,14.5623,bald1241,bdn,,CM,Africa,Afro-Asiatic,critically endangered,ISO 639-3,bdn,Mbazla; Baldamu; Baldare; Balda
5392,Samei,,25.0756,103.0133,same1240,smh,,CN,East Asia,Sino-Tibetan,threatened,ISO 639-3,smh,
5394,Somray,,13.685,101.5931,somr1240,smu,Possibly extinct,KH,Southeast Asia,Austro-Asiatic,critically endangered,ISO 639-3,smu,Samray; Samrai; Samre; Western Pear
5395,Semnani,,34.8679,53.4924,semn1249,smy,,IR,Near East,Indo-European,vulnerable,ISO 639-3,smy,Simnani
5396,Lushootseed,,47.93,-122.14,,,"Ethnologue (2016) distinguishes 4 Lushootseed languages: Lushootseed [lut], Southern Puget Sound [slh], 
Skagit [ska], Snohomish [sno].",US,North America,Salishan,critically endangered,,lut; sno; ska,Snohomish; Skagit; Swinomish; Skaǰət
540,Bati (Cameroon),,4.2012,10.7858,bati1251,btc,,CM,Africa,Niger-Congo,endangered,ISO 639-3,btc,Bati Ba Ngong; Bati de Brousse
5401,Sonha,,28.77895,81.217711,sonh1238,soi,,NP,South Asia,Indo-European,endangered,ISO 639-3,soi,Sonaha; Sonahaa; Sunah; Sunha
5402,Soi,,31.828719,54.623117,soii1239,soj,,IR,Near East,Indo-European,threatened,ISO 639-3,soj,Soh; Sohi; So'i
5403,Sonsorol,,5.33333333333,132.25,sons1242,sov,,MP PW,Pacific,Austronesian,endangered,ISO 639-3,sov,Sonsorolese; Sonsorol-Tobi
5404,Sepa (Indonesia),,-3.322117,129.130469,sepa1242,spb,,ID,Southeast Asia,Austronesian,threatened,ISO 639-3,spb,
5408,Saparua,,-3.5757,128.6464,sapa1251,spr,,ID,Southeast Asia,Austronesian,vulnerable,ISO 639-3,spr,
5409,Shau,,10.302759,9.172005,shau1238,sqh,,NG,Africa,,,ISO 639-3,sqh,Sho; Lìsháù
541,Beezen,,6.7518,10.0744,beez1238,bnz,,CM,Africa,Niger-Congo,endangered,ISO 639-3,bnz,Bezen
5410,Soqoṭri,,12.49,53.92,soqo1240,sqt,,YE AE,Near East,Afro-Asiatic,endangered,ISO 639-3,sqt,Soqoṭrī; Soqotri; Saqatri; Sokotri; Suqutri; Socotri
5411,Saruga,,-5.0715,145.5685,saru1243,sra,,PG,Pacific,Trans-New Guinea,endangered,ISO 639-3,sra,
5412,Sara,,1.2,109.62,sara1329,sre,,ID,Southeast Asia,Austronesian,threatened,ISO 639-3,sre,Riok; Sara Bakati’
5413,Sarikoli,,37.9463,75.1272,sari1246,srh,,CN,East Asia,Indo-European,vulnerable,ISO 639-3,srh,Sarykoly; Salikur; Tajik; Tadzik; Tajiki; 薩里庫爾語; 色勒庫爾語; (中國)塔吉克語
5415,Sirmauri,,30.9823,77.1569,sirm1239,srx,,IN,South Asia,Indo-European,at risk,ISO 639-3,srx,Sirmouri; Sirmuri
5419,Settla,,-15.2,28.3,sett1235,sta,,ZM,Africa,,,ISO 639-3,sta,Kisettla; Kisetla
542,Bikya,,6.8309,10.0277,biky1238,byb,,CM,Africa,Niger-Congo,critically endangered,ISO 639-3,byb,Furu
5420,Sentinel,,11.5446,92.2576,sent1241,std,,IN,South Asia,,vulnerable,ISO 639-3,std,Sentinelese
